repo_id,nombre,descripcion,lenguaje,stars,forks,topics,fecha_creacion,ultimo_commit,url,dias_sin_commit,antiguedad_dias,num_topics,ratio_forks_stars,stars_por_dia,pca_x,pca_y,topics_list,pca_kmeans_1,pca_kmeans_2,pca_kmeans_3,pca_kmeans_4,pca_kmeans_5,pca_kmeans_6,pca_kmeans_7,pca_kmeans_8,pca_kmeans_9,pca_kmeans_10,cluster_kmeans,cluster_nombre
152166877,d2l-ai/d2l-en,"Interactive deep learning book with multi-framework code, math, and discussions. Adopted at 500 universities from 70 countries including Stanford, MIT, Harvard, and Cambridge.",Python,28729,5047,"['deep-learning', 'machine-learning', 'book', 'notebook', 'computer-vision', 'natural-language-processing', 'python', 'kaggle', 'data-science', 'mxnet', 'pytorch', 'tensorflow', 'keras', 'gaussian-processes', 'hyperparameter-optimization', 'recommender-system', 'reinforcement-learning', 'jax']",2018-10-09 01:04:37+00:00,2024-08-18 08:02:36+00:00,https://github.com/d2l-ai/d2l-en,619,2760,18,0.1757,10.4091,-0.03374175,-0.29123363,"['deep-learning', 'machine-learning', 'book', 'notebook', 'computer-vision', 'natural-language-processing', 'python', 'kaggle', 'data-science', 'mxnet', 'pytorch', 'tensorflow', 'keras', 'gaussian-processes', 'hyperparameter-optimization', 'recommender-system', 'reinforcement-learning', 'jax']",2.0362462385187565,1.0600197312101705,1.3815603063776938,0.19626154088168943,-1.1751479568949599,-0.00755203683679179,1.0259523497721381,0.7805387297744779,0.29757242150070246,-0.09779083817639878,2,Ecosistema LLM emergente
16587283,dmlc/xgboost,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",C++,28330,8869,"['gbdt', 'gbrt', 'gbm', 'distributed-systems', 'xgboost', 'machine-learning']",2014-02-06 17:28:03+00:00,2026-04-29 14:00:18+00:00,https://github.com/dmlc/xgboost,0,4465,6,0.3131,6.3449,0.0118413735,-0.19242729,"['gbdt', 'gbrt', 'gbm', 'distributed-systems', 'xgboost', 'machine-learning']",2.5622689759696247,2.3576379096642923,-0.23224582067253982,-1.206283730855055,0.528065035299276,1.581605769727792,-0.4768517949942871,-0.2574953680226811,-0.10955658190089934,0.4907895082012143,1,Proyectos establecidos y educativos
28723659,ChristosChristofidis/awesome-deep-learning,"A curated list of awesome Deep Learning tutorials, projects and communities.",Unknown,27993,6296,"['deep-learning', 'neural-network', 'machine-learning', 'awesome', 'awesome-list', 'recurrent-networks', 'deep-networks', 'deep-learning-tutorial', 'face-images']",2015-01-02 19:28:35+00:00,2025-05-26 12:28:00+00:00,https://github.com/ChristosChristofidis/awesome-deep-learning,338,4135,9,0.2249,6.7698,0.00040640828,-0.3197877,"['deep-learning', 'neural-network', 'machine-learning', 'awesome', 'awesome-list', 'recurrent-networks', 'deep-networks', 'deep-learning-tutorial', 'face-images']",1.9850850305064034,1.9201537626295024,0.17702909246809123,-0.6598146454118806,-0.4815846438465642,1.2805845654562007,-0.4589951877599859,0.5700443088011216,0.07695818368197854,0.2516355422824102,1,Proyectos establecidos y educativos
102973646,fastai/fastai,The fastai deep learning library,Jupyter Notebook,27989,7662,"['deep-learning', 'machine-learning', 'pytorch', 'python', 'gpu', 'fastai', 'notebooks', 'colab']",2017-09-09 17:43:36+00:00,2026-04-28 19:48:41+00:00,https://github.com/fastai/fastai,1,3154,8,0.2738,8.8741,0.14811967,-0.29428133,"['deep-learning', 'machine-learning', 'pytorch', 'python', 'gpu', 'fastai', 'notebooks', 'colab']",2.434622436541841,1.4804939962955266,0.10423508392854894,-0.9112236128110456,0.33251832245176277,0.802249262477468,0.1106568801255512,1.1646250922470982,-0.2807083212833655,-0.35419778385115164,1,Proyectos establecidos y educativos
253975496,srbhr/Resume-Matcher,"Improve your resumes with Resume Matcher. Get insights, keyword suggestions and tune your resumes to job descriptions. ",TypeScript,26862,4809,"['text-similarity', 'natural-language-processing', 'word-embeddings', 'python', 'machine-learning', 'resume', 'vector-search', 'resume-builder', 'resume-parser', 'ats', 'applicant-tracking-system', 'nextjs', 'typescript', 'hacktoberfest']",2020-04-08 03:26:49+00:00,2026-04-24 16:09:41+00:00,https://github.com/srbhr/Resume-Matcher,5,2213,14,0.179,12.1383,-0.09632232,0.12980059,"['text-similarity', 'natural-language-processing', 'word-embeddings', 'python', 'machine-learning', 'resume', 'vector-search', 'resume-builder', 'resume-parser', 'ats', 'applicant-tracking-system', 'nextjs', 'typescript', 'hacktoberfest']",2.0407357328039963,0.0972710602738688,0.8004890513938729,-0.39767679425238545,-0.09421749001848582,0.38420307566533374,-0.39925273732770294,0.13666122769492878,0.5612872909247417,0.14234664293248528,2,Ecosistema LLM emergente
60273704,mozilla/DeepSpeech,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices ranging from a Raspberry Pi 4 to high power GPU servers.",C++,26752,4095,"['deep-learning', 'machine-learning', 'neural-networks', 'tensorflow', 'speech-recognition', 'speech-to-text', 'deepspeech', 'embedded', 'on-device', 'offline']",2016-06-02 15:04:53+00:00,2025-06-19 12:52:51+00:00,https://github.com/mozilla/DeepSpeech,314,3618,10,0.1531,7.3941,-0.07922655,-0.0065101706,"['deep-learning', 'machine-learning', 'neural-networks', 'tensorflow', 'speech-recognition', 'speech-to-text', 'deepspeech', 'embedded', 'on-device', 'offline']",1.529397751987721,1.2172345865762333,0.34607075563356293,-0.46669533143952896,-0.692820328677002,1.2926307277345288,-0.37664954063234113,0.3775681172130983,0.03313742859341101,-0.051476981055124785,1,Proyectos establecidos y educativos
60325062,terryum/awesome-deep-learning-papers,The most cited deep learning papers,TeX,26126,4437,"['deep-learning', 'deep-neural-networks', 'machine-learning']",2016-06-03 06:48:30+00:00,2024-01-18 13:29:44+00:00,https://github.com/terryum/awesome-deep-learning-papers,832,3617,3,0.1698,7.2231,0.052536495,-0.24018554,"['deep-learning', 'deep-neural-networks', 'machine-learning']",1.0640971092329168,1.696888125379227,-1.0262333808903101,-0.7530186592553942,-0.8211073695442748,1.0240917022519205,-0.3511900117785203,0.6249860780297185,0.27218080491729657,-0.10430746685663114,1,Proyectos establecidos y educativos
634043200,modular/modular,The Modular Platform (includes MAX & Mojo),Mojo,25913,2805,"['ai', 'language', 'machine-learning', 'mojo', 'modular', 'programming-language', 'max']",2023-04-28 22:17:24+00:00,2026-04-29 18:54:50+00:00,https://github.com/modular/modular,0,1097,7,0.1082,23.6217,-0.15999135,0.07531262,"['ai', 'language', 'machine-learning', 'mojo', 'modular', 'programming-language', 'max']",1.3240858646412619,-0.9747890896329481,-0.5062835122243948,-0.686013536480957,0.016525262153213788,0.25275076303827565,-0.5308443207150646,0.40197077082120053,0.5029130647035112,-0.20203642105622655,0,Herramientas de IA modernas
162783195,datawhalechina/pumpkin-book,南瓜书：《机器学习》（西瓜书）公式详解,Unknown,25798,4812,"['machine-learning', 'pumpkin-book', 'book']",2018-12-22 05:05:24+00:00,2026-04-22 20:35:48+00:00,https://github.com/datawhalechina/pumpkin-book,7,2686,3,0.1865,9.6046,-0.15075503,0.57910204,"['machine-learning', 'pumpkin-book', 'book']",1.4776636227264799,0.5345915677198192,-0.8671465691619628,-1.1551307233393073,0.22362051620662038,1.1199334835287937,-0.6308137055516236,0.3451061482640682,0.26161352032872576,0.12408363307621416,0,Herramientas de IA modernas
51863547,ageron/handson-ml,⛔️ DEPRECATED – See https://github.com/ageron/handson-ml3 or handson-mlp instead.,Jupyter Notebook,25654,12821,"['tensorflow', 'scikit-learn', 'machine-learning', 'python', 'deep-learning', 'neural-network', 'ml', 'distributed', 'jupyter-notebook', 'deprecated']",2016-02-16 19:48:39+00:00,2026-03-19 01:06:41+00:00,https://github.com/ageron/handson-ml,42,3725,10,0.4998,6.887,-0.0219255,0.13633527,"['tensorflow', 'scikit-learn', 'machine-learning', 'python', 'deep-learning', 'neural-network', 'ml', 'distributed', 'jupyter-notebook', 'deprecated']",3.5320039340181237,3.1830732167041007,0.4441248483037076,-0.971639754775785,1.4934687681025052,0.2549688198087282,-0.06874295169506711,1.030661618481555,-0.06092310917737209,0.8047501137915702,1,Proyectos establecidos y educativos
136202695,mlflow/mlflow,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",Python,25639,5665,"['machine-learning', 'ai', 'ml', 'mlflow', 'apache-spark', 'model-management', 'agentops', 'agents', 'evaluation', 'langchain', 'llm-evaluation', 'llmops', 'observability', 'open-source', 'openai', 'prompt-engineering', 'ai-governance', 'mlops']",2018-06-05 16:05:58+00:00,2026-04-30 03:59:12+00:00,https://github.com/mlflow/mlflow,0,2885,18,0.221,8.887,-0.25931332,-0.26097172,"['machine-learning', 'ai', 'ml', 'mlflow', 'apache-spark', 'model-management', 'agentops', 'agents', 'evaluation', 'langchain', 'llm-evaluation', 'llmops', 'observability', 'open-source', 'openai', 'prompt-engineering', 'ai-governance', 'mlops']",2.3205766328848862,0.5421395897307912,1.4097479078020454,-0.19403422432118483,-0.09567930409197538,0.22898850355899583,0.25221333093615017,-0.5784574623153893,0.44428474038648597,0.3345987403401075,2,Ecosistema LLM emergente
74505259,shap/shap,A game theoretic approach to explain the output of any machine learning model.,Jupyter Notebook,25361,3709,"['interpretability', 'machine-learning', 'deep-learning', 'gradient-boosting', 'shap', 'shapley', 'explainability']",2016-11-22 19:17:08+00:00,2026-04-28 21:07:42+00:00,https://github.com/shap/shap,1,3445,7,0.1462,7.3617,-0.19771558,-0.2273926,"['interpretability', 'machine-learning', 'deep-learning', 'gradient-boosting', 'shap', 'shapley', 'explainability']",1.404564322701818,0.8024692388107574,-0.024604667542486275,-0.7847090091977009,-0.28751900891162085,1.5294523328135574,-0.4165780267766182,0.8361785747700246,0.03273970216689781,-0.33457992596749825,1,Proyectos establecidos y educativos
221654678,deepset-ai/haystack,"Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over retrieval, routing, memory, and generation. Built for scalable agents, RAG, multimodal applications, semantic search, and conversational systems.",MDX,25024,2749,"['nlp', 'question-answering', 'pytorch', 'semantic-search', 'information-retrieval', 'summarization', 'transformers', 'machine-learning', 'ai', 'python', 'large-language-models', 'generative-ai', 'llm', 'rag', 'retrieval-augmented-generation', 'agents', 'agent', 'gemini', 'gpt-4', 'orchestration']",2019-11-14 09:05:28+00:00,2026-04-29 14:48:46+00:00,https://github.com/deepset-ai/haystack,0,2358,20,0.1099,10.6124,-0.30354983,-0.09699,"['nlp', 'question-answering', 'pytorch', 'semantic-search', 'information-retrieval', 'summarization', 'transformers', 'machine-learning', 'ai', 'python', 'large-language-models', 'generative-ai', 'llm', 'rag', 'retrieval-augmented-generation', 'agents', 'agent', 'gemini', 'gpt-4', 'orchestration']",1.9309017715157706,-0.5869161387202947,1.9724608202511407,0.16873383951648252,-0.6811914107796191,0.15885886852423436,-0.32717460611308535,-0.16608525652577733,0.9051135748658312,-0.8128917625403174,2,Ecosistema LLM emergente
243838973,fastai/fastbook,"The fastai book, published as Jupyter Notebooks",Jupyter Notebook,24913,9454,"['notebooks', 'fastai', 'deep-learning', 'machine-learning', 'data-science', 'python', 'book']",2020-02-28 19:26:47+00:00,2024-08-16 14:38:24+00:00,https://github.com/fastai/fastbook,621,2252,7,0.3795,11.0626,-0.12544994,0.12911582,"['notebooks', 'fastai', 'deep-learning', 'machine-learning', 'data-science', 'python', 'book']",2.427413481619274,1.9890931430466263,-0.4820709614222132,-0.7749190636578794,0.7309148022812595,-0.5440056715808094,-0.2647988069664509,1.3284487231602093,0.23381901493036228,0.45970398633670756,1,Proyectos establecidos y educativos
69662720,mxgmn/WaveFunctionCollapse,Bitmap & tilemap generation from a single example with the help of ideas from quantum mechanics,C#,24893,1337,"['procedural-generation', 'machine-learning', 'gamedev', 'algorithm', 'csharp', 'wfc']",2016-09-30 11:53:17+00:00,2026-03-22 01:25:44+00:00,https://github.com/mxgmn/WaveFunctionCollapse,39,3498,6,0.0537,7.1164,0.08476319,0.09748972,"['procedural-generation', 'machine-learning', 'gamedev', 'algorithm', 'csharp', 'wfc']",0.8045878735223291,0.19662592808630436,-0.23742143571888172,-0.7545299283917487,-0.7550734205986402,1.9195748101579393,-0.5233094144803161,-0.08688395353328487,0.35325173914642977,-0.36816278449065337,0,Herramientas de IA modernas
155662306,trekhleb/homemade-machine-learning,🤖 Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,Jupyter Notebook,24502,4174,"['python', 'jupyter', 'jupyter-notebook', 'machine-learning', 'machinelearning', 'machine-learning-algorithms', 'algorithm']",2018-11-01 04:34:19+00:00,2025-11-23 04:22:46+00:00,https://github.com/trekhleb/homemade-machine-learning,158,2737,7,0.1704,8.9521,-0.10667468,-0.24948226,"['python', 'jupyter', 'jupyter-notebook', 'machine-learning', 'machinelearning', 'machine-learning-algorithms', 'algorithm']",1.4451717073178654,0.5763929738817135,-0.21636118720025618,-0.7504573532369877,-0.04478765085997448,0.8722354646756401,-0.5364408307575625,0.4291998215376727,0.4135537802583457,-0.1705076031999017,1,Proyectos establecidos y educativos
688164459,harvard-edge/cs249r_book,Machine Learning Systems,Python,23895,2862,"['artificial-intelligence', 'cloud-ml', 'computer-systems', 'courseware', 'deep-learning', 'edge-machine-learning', 'embedded-ml', 'machine-learning', 'machine-learning-systems', 'mobile-ml', 'textbook', 'tinyml']",2023-09-06 19:31:06+00:00,2026-04-30 00:57:20+00:00,https://github.com/harvard-edge/cs249r_book,0,966,12,0.1198,24.736,-0.12009381,-0.2349021,"['artificial-intelligence', 'cloud-ml', 'computer-systems', 'courseware', 'deep-learning', 'edge-machine-learning', 'embedded-ml', 'machine-learning', 'machine-learning-systems', 'mobile-ml', 'textbook', 'tinyml']",1.4069733940400146,-0.972536211330506,0.2624042196897539,-0.2983982592496274,-0.1905369331197072,-0.0935127000290847,0.5732391199214869,0.8073966694657226,0.42526870105792186,0.1253328818266751,2,Ecosistema LLM emergente
65711522,PaddlePaddle/Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,C++,23867,5988,"['paddlepaddle', 'deep-learning', 'scalability', 'machine-learning', 'neural-network', 'python', 'efficiency', 'distributed-training']",2016-08-15 06:59:08+00:00,2026-04-30 02:33:46+00:00,https://github.com/PaddlePaddle/Paddle,0,3544,8,0.2509,6.7345,-0.040247746,-0.28441095,"['paddlepaddle', 'deep-learning', 'scalability', 'machine-learning', 'neural-network', 'python', 'efficiency', 'distributed-training']",1.9406434559962535,1.4864516342588825,0.24147204360674,-0.7883107498793398,0.2474180557153231,1.302018723630427,-0.16136493260715568,0.6620406602325963,0.22628690002529112,0.23685976925205948,1,Proyectos establecidos y educativos
317029148,lukasmasuch/best-of-ml-python,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.,Unknown,23453,3111,"['python', 'machine-learning', 'data-science', 'nlp', 'data-visualization', 'tensorflow', 'pytorch', 'scikit-learn', 'keras', 'data-visualizations', 'deep-learning', 'automl', 'ml', 'jax', 'transformer', 'data-analysis', 'chatgpt', 'gpt', 'gpt-3']",2020-11-29 19:41:36+00:00,2026-04-23 14:51:17+00:00,https://github.com/lukasmasuch/best-of-ml-python,6,1977,19,0.1326,11.8629,-0.046272792,-0.23955806,"['python', 'machine-learning', 'data-science', 'nlp', 'data-visualization', 'tensorflow', 'pytorch', 'scikit-learn', 'keras', 'data-visualizations', 'deep-learning', 'automl', 'ml', 'jax', 'transformer', 'data-analysis', 'chatgpt', 'gpt', 'gpt-3']",1.7789803896283491,-0.2225504468139533,1.8484286652722237,0.18062182215919043,-0.6719415893250019,0.22610774991629037,0.021157511965529063,1.062515970743852,0.20212139751931918,-0.3681896044350079,2,Ecosistema LLM emergente
138331573,sebastianruder/NLP-progress,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.",Python,22970,3607,"['natural-language-processing', 'machine-learning', 'named-entity-recognition', 'machine-translation', 'nlp-tasks', 'dialogue']",2018-06-22 17:43:55+00:00,2024-07-28 00:44:25+00:00,https://github.com/sebastianruder/NLP-progress,641,2868,6,0.157,8.0091,-0.16352189,0.09471602,"['natural-language-processing', 'machine-learning', 'named-entity-recognition', 'machine-translation', 'nlp-tasks', 'dialogue']",0.9339434457333872,0.859706074903061,-0.6741927718763931,-0.5987751874278535,-0.592860249581512,0.6153890646272167,0.2749745052255502,-0.14971333970976197,0.6695522224156454,0.17527210546483912,1,Proyectos establecidos y educativos
30907774,spmallick/learnopencv,Learn OpenCV  : C++ and Python Examples,Jupyter Notebook,22902,11704,"['computer-vision', 'machine-learning', 'ai', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'computervision', 'opencv', 'opencv-python', 'opencv-library', 'opencv3', 'opencv-cpp', 'opencv-tutorial']",2015-02-17 08:00:51+00:00,2026-04-24 00:35:40+00:00,https://github.com/spmallick/learnopencv,6,4089,13,0.511,5.6009,0.12989207,-0.061496627,"['computer-vision', 'machine-learning', 'ai', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'computervision', 'opencv', 'opencv-python', 'opencv-library', 'opencv3', 'opencv-cpp', 'opencv-tutorial']",3.3399762132723096,3.176730673951079,0.9903939855894995,-0.6770669152393832,1.5133401494430068,0.3321589364360079,-0.2758866026471919,0.7771472258975398,-0.3351015058163021,0.7418957496207257,1,Proyectos establecidos y educativos
239201565,serengil/deepface,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python",Python,22650,3072,"['face-recognition', 'vgg-face', 'facenet', 'openface', 'facial-expression-recognition', 'age-prediction', 'gender-prediction', 'race-classification', 'emotion-recognition', 'deep-learning', 'machine-learning', 'deepface', 'face-analysis', 'python', 'deepid', 'arcface', 'facial-recognition']",2020-02-08 20:42:28+00:00,2026-04-23 16:27:55+00:00,https://github.com/serengil/deepface,6,2272,17,0.1356,9.9692,0.12003432,-0.027256524,"['face-recognition', 'vgg-face', 'facenet', 'openface', 'facial-expression-recognition', 'age-prediction', 'gender-prediction', 'race-classification', 'emotion-recognition', 'deep-learning', 'machine-learning', 'deepface', 'face-analysis', 'python', 'deepid', 'arcface', 'facial-recognition']",1.58945226029414,-0.15127572265099243,1.3483404604403522,-0.04458066783556456,-0.4994490772338206,0.3948236489142316,0.6762756428644793,0.3734214547059845,0.49699808644248916,0.13853390814209576,2,Ecosistema LLM emergente
243181735,amusi/CVPR2026-Papers-with-Code,CVPR 2026 论文和开源项目合集,Unknown,22500,2792,"['cvpr', 'cvpr2020', 'computer-vision', 'deep-learning', 'machine-learning', 'object-detection', 'image-segmentation', 'paper', 'image-processing', 'visual-tracking', 'python', 'cvpr2021', 'semantic-segmentation', 'cvpr2022', 'transformer', 'transformers', 'cvpr2023', 'cvpr2024', 'cvpr2025', 'cvpr2026']",2020-02-26 06:04:25+00:00,2026-03-08 07:27:34+00:00,https://github.com/amusi/CVPR2026-Papers-with-Code,52,2254,20,0.1241,9.9823,-0.029032057,0.42368436,"['cvpr', 'cvpr2020', 'computer-vision', 'deep-learning', 'machine-learning', 'object-detection', 'image-segmentation', 'paper', 'image-processing', 'visual-tracking', 'python', 'cvpr2021', 'semantic-segmentation', 'cvpr2022', 'transformer', 'transformers', 'cvpr2023', 'cvpr2024', 'cvpr2025', 'cvpr2026']",1.612877424190955,-0.14579987450061044,1.9445786231452868,0.28106748577531815,-0.7949969259843908,0.26188935674424846,-0.15523160156204135,0.8610574395303523,-0.1208601406863187,0.1334981053876346,2,Ecosistema LLM emergente
138552196,nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,22343,2728,"['algorithmic-trading-engine', 'trading-platform', 'crypto-trading', 'artificial-intelligence', 'machine-learning', 'trading', 'python', 'equity-trading', 'forex', 'futures-trading', 'sports-betting', 'rust', 'options-trading']",2018-06-25 06:26:16+00:00,2026-04-30 04:03:04+00:00,https://github.com/nautechsystems/nautilus_trader,0,2865,13,0.1221,7.7986,-0.16467112,0.011317464,"['algorithmic-trading-engine', 'trading-platform', 'crypto-trading', 'artificial-intelligence', 'machine-learning', 'trading', 'python', 'equity-trading', 'forex', 'futures-trading', 'sports-betting', 'rust', 'options-trading']",1.3668779274814764,0.09971641755236164,0.8617864713480785,-0.3136242447421182,-0.43189031681705925,1.0316351136674513,-0.38485766331803106,0.0650759057262486,0.6007967399266227,0.030759134936955198,2,Ecosistema LLM emergente
143615438,MLEveryday/100-Days-Of-ML-Code,100-Days-Of-ML-Code中文版,Jupyter Notebook,22242,5535,"['machine-learning', 'python', '100-days-of-ml-code', 'chinese-simplified', 'infographics', 'tutorial', 'jupyter-notebook', 'tensorflow', 'keras', 'supervised-learning', 'unsupervised-learning', 'deep-learning']",2018-08-05 13:32:48+00:00,2022-04-06 12:01:37+00:00,https://github.com/MLEveryday/100-Days-Of-ML-Code,1484,2824,12,0.2489,7.8761,-0.15381142,0.22318472,"['machine-learning', 'python', '100-days-of-ml-code', 'chinese-simplified', 'infographics', 'tutorial', 'jupyter-notebook', 'tensorflow', 'keras', 'supervised-learning', 'unsupervised-learning', 'deep-learning']",1.3000787787262489,2.150862961638616,0.07910882131633223,0.18610169009037633,-0.974937192177094,-0.6944483299470301,-0.4658410316754048,0.9502113857153804,0.3824638254894481,0.061872587973004045,1,Proyectos establecidos y educativos
63477515,TheAlgorithms/C,"Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.",C,21970,4739,"['algorithms', 'data-structures', 'datastructures', 'c', 'algorithm-challenges', 'algorithm-competitions', 'education', 'learn-to-code', 'interview-questions', 'interview', 'community-driven', 'mathematics', 'sort', 'educational', 'machine-learning-algorithms', 'machine-learning', 'computer-science', 'search', 'hacktoberfest']",2016-07-16 10:17:03+00:00,2024-08-07 21:56:16+00:00,https://github.com/TheAlgorithms/C,630,3574,19,0.2157,6.1472,-0.09659031,-0.035083927,"['algorithms', 'data-structures', 'datastructures', 'c', 'algorithm-challenges', 'algorithm-competitions', 'education', 'learn-to-code', 'interview-questions', 'interview', 'community-driven', 'mathematics', 'sort', 'educational', 'machine-learning-algorithms', 'machine-learning', 'computer-science', 'search', 'hacktoberfest']",1.6959756254787344,1.4328363898561458,1.4612902244047066,0.25100280104417294,-0.7190594597949745,0.2768791376065894,-0.5622094328428684,-0.4294821551054668,0.02932914971400813,0.3151203149048318,2,Ecosistema LLM emergente
240315046,jina-ai/serve,☁️ Build multimodal AI applications with cloud-native stack,Python,21876,2236,"['neural-search', 'cloud-native', 'deep-learning', 'machine-learning', 'framework', 'grpc', 'kubernetes', 'multimodal', 'mlops', 'pipeline', 'fastapi', 'generative-ai', 'docker', 'jaeger', 'llmops', 'opentelemetry', 'cncf', 'microservice', 'orchestration', 'prometheus']",2020-02-13 17:04:44+00:00,2025-03-24 13:59:54+00:00,https://github.com/jina-ai/serve,401,2267,20,0.1022,9.6498,-0.10305518,-0.019233266,"['neural-search', 'cloud-native', 'deep-learning', 'machine-learning', 'framework', 'grpc', 'kubernetes', 'multimodal', 'mlops', 'pipeline', 'fastapi', 'generative-ai', 'docker', 'jaeger', 'llmops', 'opentelemetry', 'cncf', 'microservice', 'orchestration', 'prometheus']",1.2901934663609893,-0.1612349365670248,1.5820302267218107,0.3613399381759976,-1.0587201284840775,-0.04824277321852802,0.4038597551374369,0.1706690575369198,0.27662919160453875,0.13989781045632244,2,Ecosistema LLM emergente
149430917,recommenders-team/recommenders,Best Practices on Recommendation Systems,Python,21663,3317,"['machine-learning', 'recommender', 'ranking', 'deep-learning', 'python', 'jupyter-notebook', 'recommendation-algorithm', 'rating', 'operationalization', 'kubernetes', 'recommendation-system', 'recommendation-engine', 'recommendation', 'data-science', 'tutorial', 'artificial-intelligence', 'ai']",2018-09-19 10:06:07+00:00,2026-04-30 03:48:17+00:00,https://github.com/recommenders-team/recommenders,0,2779,17,0.1531,7.7953,-0.17733185,0.068898365,"['machine-learning', 'recommender', 'ranking', 'deep-learning', 'python', 'jupyter-notebook', 'recommendation-algorithm', 'rating', 'operationalization', 'kubernetes', 'recommendation-system', 'recommendation-engine', 'recommendation', 'data-science', 'tutorial', 'artificial-intelligence', 'ai']",1.6783984947520958,0.19415308051415037,1.5421204381745657,-0.022653243690820973,-0.5008306428427632,0.6116055385470353,0.6015531690080781,0.4020792357888731,0.9324526436727467,0.18158822761395252,2,Ecosistema LLM emergente
160124067,zergtant/pytorch-handbook,pytorch handbook是一本开源的书籍，目标是帮助那些希望和使用PyTorch进行深度学习开发和研究的朋友快速入门，其中包含的Pytorch教程全部通过测试保证可以成功运行,Jupyter Notebook,21628,5423,"['pytorch', 'pytorch-tutorials', 'pytorch-handbook', 'deep-learning', 'neural-network', 'machine-learning']",2018-12-03 02:57:04+00:00,2024-07-25 07:17:26+00:00,https://github.com/zergtant/pytorch-handbook,643,2705,6,0.2507,7.9956,0.2563075,-0.00040430183,"['pytorch', 'pytorch-tutorials', 'pytorch-handbook', 'deep-learning', 'neural-network', 'machine-learning']",1.3280407332361046,1.499757245777697,-0.48534298458500236,-0.5624110328810537,-0.06647172840434,0.22669852528555912,-0.11074111803929909,1.2734675302865488,-0.38771969960672387,-0.434141584239861,1,Proyectos establecidos y educativos
250213286,huggingface/datasets,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools",Python,21469,3191,"['nlp', 'datasets', 'pytorch', 'tensorflow', 'pandas', 'numpy', 'natural-language-processing', 'computer-vision', 'machine-learning', 'deep-learning', 'speech', 'ai', 'artificial-intelligence', 'llm', 'dataset-hub', 'huggingface']",2020-03-26 09:23:22+00:00,2026-04-30 02:25:18+00:00,https://github.com/huggingface/datasets,0,2225,16,0.1486,9.649,-0.07610272,-0.19131713,"['nlp', 'datasets', 'pytorch', 'tensorflow', 'pandas', 'numpy', 'natural-language-processing', 'computer-vision', 'machine-learning', 'deep-learning', 'speech', 'ai', 'artificial-intelligence', 'llm', 'dataset-hub', 'huggingface']",1.6228612827147804,-0.10790444662550255,1.4034761743385398,0.0003966476634272645,-0.5057012413184213,0.3362450335606572,0.8376199047375367,0.7019057013173358,0.6853386633668446,-0.42160030842353047,2,Ecosistema LLM emergente
70908208,RasaHQ/rasa,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",Python,21144,4908,"['nlp', 'machine-learning', 'machine-learning-library', 'bot', 'bots', 'botkit', 'rasa', 'wit', 'nlu', 'conversational-bots', 'conversational-agents', 'conversational-ai', 'spacy', 'mitie', 'chatbot', 'chatbots', 'chatbots-framework', 'bot-framework', 'natural-language-processing', 'conversation-driven-development']",2016-10-14 12:27:49+00:00,2026-01-29 19:10:46+00:00,https://github.com/RasaHQ/rasa,90,3484,20,0.2321,6.0689,-0.25202796,-0.07390525,"['nlp', 'machine-learning', 'machine-learning-library', 'bot', 'bots', 'botkit', 'rasa', 'wit', 'nlu', 'conversational-bots', 'conversational-agents', 'conversational-ai', 'spacy', 'mitie', 'chatbot', 'chatbots', 'chatbots-framework', 'bot-framework', 'natural-language-processing', 'conversation-driven-development']",1.9559789151054554,1.028404481110562,1.8544445350720473,0.09216831774388179,-0.2589193758923649,0.6130889787568169,0.36902543095269924,-0.6196113943354465,0.4960205535282302,0.5467431254640719,2,Ecosistema LLM emergente
